0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,103,165,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,103,165,165,201,201,165,103,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,103,201,223,201,201,223,223,201,103,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,103,223,236,201,165,165,165,201,223,165,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,165,236,223,103,0,0,0,165,223,165,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,103,201,201,103,0,0,0,0,103,236,244,164,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,165,223,201,103,0,0,0,0,103,240,253,230,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,103,201,223,165,0,0,58,138,201,240,251,230,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,165,223,201,164,165,138,185,223,236,248,223,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,103,201,236,236,223,201,201,201,201,244,223,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,103,201,201,165,165,165,103,165,244,223,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,244,223,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,240,223,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,240,223,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,244,201,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,223,236,165,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,214,223,165,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,230,236,165,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,240,236,103,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,230,223,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,201,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,103,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
